symptom,symptom_short,drug,baseline_reports,baseline_improve_rate,cooccur_n,cooccur_rate,cooccur_lift,attr_n,attr_rate,attr_sig_rate,attr_worsened
Abnormally fast heart rate or heart rate palpitations when the patient is standing up (Postural orthostatic tachycardia syndrome or POTS),POTS,Pyridostigmine,228,0.768,19,0.947,0.002,12,1.000,0.167,0
Abnormally fast heart rate or heart rate palpitations when the patient is standing up (Postural orthostatic tachycardia syndrome or POTS),POTS,Loratadine,228,0.768,15,0.933,-0.014,4,0.750,0.000,0
Abnormally fast heart rate or heart rate palpitations when the patient is standing up (Postural orthostatic tachycardia syndrome or POTS),POTS,Low Dose Naltrexone (LDN),228,0.768,64,0.938,-0.014,6,0.833,0.167,0
Abnormally fast heart rate or heart rate palpitations when the patient is standing up (Postural orthostatic tachycardia syndrome or POTS),POTS,Magnesium,228,0.768,13,0.923,-0.025,3,0.333,0.333,0
Abnormally fast heart rate or heart rate palpitations when the patient is standing up (Postural orthostatic tachycardia syndrome or POTS),POTS,Ketotifen,228,0.768,12,0.917,-0.031,0,,,
Abnormally fast heart rate or heart rate palpitations when the patient is standing up (Postural orthostatic tachycardia syndrome or POTS),POTS,Cetirizine,228,0.768,12,0.917,-0.031,3,1.000,1.000,0
Abnormally fast heart rate or heart rate palpitations when the patient is standing up (Postural orthostatic tachycardia syndrome or POTS),POTS,Valacyclovir,228,0.768,11,0.909,-0.039,0,,,
Abnormally fast heart rate or heart rate palpitations when the patient is standing up (Postural orthostatic tachycardia syndrome or POTS),POTS,Montelukast,228,0.768,10,0.900,-0.049,0,,,
Abnormally fast heart rate or heart rate palpitations when the patient is standing up (Postural orthostatic tachycardia syndrome or POTS),POTS,Famotidine,228,0.768,30,0.900,-0.057,0,,,
Abnormally fast heart rate or heart rate palpitations when the patient is standing up (Postural orthostatic tachycardia syndrome or POTS),POTS,Ivabradine,228,0.768,41,0.902,-0.060,40,0.950,0.475,0
Abnormally fast heart rate or heart rate palpitations when the patient is standing up (Postural orthostatic tachycardia syndrome or POTS),POTS,CoQ10,228,0.768,18,0.889,-0.065,3,0.667,0.667,0
Abnormally fast heart rate or heart rate palpitations when the patient is standing up (Postural orthostatic tachycardia syndrome or POTS),POTS,Melatonin,228,0.768,17,0.882,-0.071,3,0.667,0.667,0
Abnormally fast heart rate or heart rate palpitations when the patient is standing up (Postural orthostatic tachycardia syndrome or POTS),POTS,Nattokinase,228,0.768,16,0.875,-0.079,3,1.000,0.667,0
Abnormally fast heart rate or heart rate palpitations when the patient is standing up (Postural orthostatic tachycardia syndrome or POTS),POTS,N-Acetylcysteine (NAC),228,0.768,15,0.867,-0.088,4,0.750,0.500,0
Abnormally fast heart rate or heart rate palpitations when the patient is standing up (Postural orthostatic tachycardia syndrome or POTS),POTS,Cromolyn Sodium,228,0.768,15,0.867,-0.088,0,,,
Abnormally fast heart rate or heart rate palpitations when the patient is standing up (Postural orthostatic tachycardia syndrome or POTS),POTS,Fludrocortisone,228,0.768,14,0.857,-0.098,6,0.667,0.167,0
Abnormally fast heart rate or heart rate palpitations when the patient is standing up (Postural orthostatic tachycardia syndrome or POTS),POTS,Vitamin D3,228,0.768,14,0.857,-0.098,0,,,
Abnormally fast heart rate or heart rate palpitations when the patient is standing up (Postural orthostatic tachycardia syndrome or POTS),POTS,Nortriptyline,228,0.768,6,0.833,-0.117,0,,,
Abnormally fast heart rate or heart rate palpitations when the patient is standing up (Postural orthostatic tachycardia syndrome or POTS),POTS,"Amitriptyline (Elavil, Vanatrip, Domical)",228,0.768,6,0.833,-0.117,0,,,
Abnormally fast heart rate or heart rate palpitations when the patient is standing up (Postural orthostatic tachycardia syndrome or POTS),POTS,Apixaban (Eliquis),228,0.768,6,0.833,-0.117,0,,,
Abnormally fast heart rate or heart rate palpitations when the patient is standing up (Postural orthostatic tachycardia syndrome or POTS),POTS,Metformin,228,0.768,6,0.833,-0.117,0,,,
Abnormally fast heart rate or heart rate palpitations when the patient is standing up (Postural orthostatic tachycardia syndrome or POTS),POTS,Ondansetron,228,0.768,6,0.833,-0.117,0,,,
Abnormally fast heart rate or heart rate palpitations when the patient is standing up (Postural orthostatic tachycardia syndrome or POTS),POTS,Vitamin B12,228,0.768,11,0.818,-0.138,0,,,
Abnormally fast heart rate or heart rate palpitations when the patient is standing up (Postural orthostatic tachycardia syndrome or POTS),POTS,Baclofen,228,0.768,5,0.800,-0.151,0,,,
Abnormally fast heart rate or heart rate palpitations when the patient is standing up (Postural orthostatic tachycardia syndrome or POTS),POTS,Levothyroxine,228,0.768,5,0.800,-0.151,0,,,
Abnormally fast heart rate or heart rate palpitations when the patient is standing up (Postural orthostatic tachycardia syndrome or POTS),POTS,CBD,228,0.768,5,0.800,-0.151,0,,,
Abnormally fast heart rate or heart rate palpitations when the patient is standing up (Postural orthostatic tachycardia syndrome or POTS),POTS,Vitamin C,228,0.768,5,0.800,-0.151,0,,,
Abnormally fast heart rate or heart rate palpitations when the patient is standing up (Postural orthostatic tachycardia syndrome or POTS),POTS,Paxlovid (Nirmatrelvir-Ritonavir),228,0.768,5,0.800,-0.151,0,,,
Abnormally fast heart rate or heart rate palpitations when the patient is standing up (Postural orthostatic tachycardia syndrome or POTS),POTS,Quercetin,228,0.768,5,0.800,-0.151,0,,,
Abnormally fast heart rate or heart rate palpitations when the patient is standing up (Postural orthostatic tachycardia syndrome or POTS),POTS,Serrapeptase,228,0.768,5,0.800,-0.151,0,,,
Abnormally fast heart rate or heart rate palpitations when the patient is standing up (Postural orthostatic tachycardia syndrome or POTS),POTS,"Bisoprolol (Cardicor, Congescor, Monocor, Zebeta, etc.)",228,0.768,10,0.800,-0.156,0,,,
Abnormally fast heart rate or heart rate palpitations when the patient is standing up (Postural orthostatic tachycardia syndrome or POTS),POTS,Gabapentin,228,0.768,15,0.800,-0.162,0,,,
Abnormally fast heart rate or heart rate palpitations when the patient is standing up (Postural orthostatic tachycardia syndrome or POTS),POTS,Famciclovir,228,0.768,4,0.750,-0.201,0,,,
Abnormally fast heart rate or heart rate palpitations when the patient is standing up (Postural orthostatic tachycardia syndrome or POTS),POTS,Erenumab (Aimovig),228,0.768,4,0.750,-0.201,0,,,
Abnormally fast heart rate or heart rate palpitations when the patient is standing up (Postural orthostatic tachycardia syndrome or POTS),POTS,Acetyl-L-Carnitine,228,0.768,4,0.750,-0.201,0,,,
Abnormally fast heart rate or heart rate palpitations when the patient is standing up (Postural orthostatic tachycardia syndrome or POTS),POTS,Meclizine,228,0.768,4,0.750,-0.201,0,,,
Abnormally fast heart rate or heart rate palpitations when the patient is standing up (Postural orthostatic tachycardia syndrome or POTS),POTS,Sertraline,228,0.768,4,0.750,-0.201,0,,,
Abnormally fast heart rate or heart rate palpitations when the patient is standing up (Postural orthostatic tachycardia syndrome or POTS),POTS,Lorazepam,228,0.768,4,0.750,-0.201,0,,,
Abnormally fast heart rate or heart rate palpitations when the patient is standing up (Postural orthostatic tachycardia syndrome or POTS),POTS,Lumbrokinase,228,0.768,4,0.750,-0.201,0,,,
Abnormally fast heart rate or heart rate palpitations when the patient is standing up (Postural orthostatic tachycardia syndrome or POTS),POTS,Omega-3 Fatty Acids,228,0.768,4,0.750,-0.201,0,,,
Abnormally fast heart rate or heart rate palpitations when the patient is standing up (Postural orthostatic tachycardia syndrome or POTS),POTS,Guanfacine,228,0.768,10,0.700,-0.264,6,0.667,0.333,0
Abnormally fast heart rate or heart rate palpitations when the patient is standing up (Postural orthostatic tachycardia syndrome or POTS),POTS,Nicotine Patch,228,0.768,10,0.700,-0.264,3,0.667,0.000,1
Abnormally fast heart rate or heart rate palpitations when the patient is standing up (Postural orthostatic tachycardia syndrome or POTS),POTS,Pregabalin,228,0.768,3,0.667,-0.285,0,,,
Abnormally fast heart rate or heart rate palpitations when the patient is standing up (Postural orthostatic tachycardia syndrome or POTS),POTS,"Prednisone (Rayos, Prednisone Intensol, Deltasone, etc.)",228,0.768,3,0.667,-0.285,0,,,
Abnormally fast heart rate or heart rate palpitations when the patient is standing up (Postural orthostatic tachycardia syndrome or POTS),POTS,Glutathione,228,0.768,3,0.667,-0.285,0,,,
Abnormally fast heart rate or heart rate palpitations when the patient is standing up (Postural orthostatic tachycardia syndrome or POTS),POTS,Desloratadine (Clarinex),228,0.768,3,0.667,-0.285,0,,,
Abnormally fast heart rate or heart rate palpitations when the patient is standing up (Postural orthostatic tachycardia syndrome or POTS),POTS,Oral Rehydration Salts/Solution (ORS),228,0.768,3,0.667,-0.285,0,,,
Abnormally fast heart rate or heart rate palpitations when the patient is standing up (Postural orthostatic tachycardia syndrome or POTS),POTS,Vitamin B Complex,228,0.768,3,0.667,-0.285,0,,,
Abnormally fast heart rate or heart rate palpitations when the patient is standing up (Postural orthostatic tachycardia syndrome or POTS),POTS,Low Dose Aripiprazole,228,0.768,8,0.625,-0.339,3,0.667,0.667,0
Abnormally fast heart rate or heart rate palpitations when the patient is standing up (Postural orthostatic tachycardia syndrome or POTS),POTS,Atenolol,228,0.768,5,0.600,-0.358,4,1.000,0.250,0
Difficulty falling asleep or staying asleep (Insomnia),Insomnia,"Amitriptyline (Elavil, Vanatrip, Domical)",197,0.726,10,1.000,0.108,0,,,
Difficulty falling asleep or staying asleep (Insomnia),Insomnia,Iron,197,0.726,9,1.000,0.107,0,,,
Difficulty falling asleep or staying asleep (Insomnia),Insomnia,Metoprolol,197,0.726,8,1.000,0.106,0,,,
Difficulty falling asleep or staying asleep (Insomnia),Insomnia,"Albuterol (Salbutamol, Proventil HFA, Ventolin HFA, Proair HFA, etc.)",197,0.726,7,1.000,0.105,0,,,
Difficulty falling asleep or staying asleep (Insomnia),Insomnia,Duloxetine,197,0.726,6,1.000,0.104,0,,,
Difficulty falling asleep or staying asleep (Insomnia),Insomnia,Omeprazole,197,0.726,6,1.000,0.104,0,,,
Difficulty falling asleep or staying asleep (Insomnia),Insomnia,Pravastatin (Pravachol),197,0.726,6,1.000,0.104,0,,,
Difficulty falling asleep or staying asleep (Insomnia),Insomnia,Fluvoxamine (Luvox),197,0.726,5,1.000,0.103,0,,,
Difficulty falling asleep or staying asleep (Insomnia),Insomnia,Maraviroc,197,0.726,5,1.000,0.103,0,,,
Difficulty falling asleep or staying asleep (Insomnia),Insomnia,Levocetirizine,197,0.726,5,1.000,0.103,0,,,
Difficulty falling asleep or staying asleep (Insomnia),Insomnia,"Ibuprofen (Advil, Motrin, etc.)",197,0.726,5,1.000,0.103,0,,,
Difficulty falling asleep or staying asleep (Insomnia),Insomnia,Magnesium Glycinate,197,0.726,4,1.000,0.103,5,1.000,0.200,0
Difficulty falling asleep or staying asleep (Insomnia),Insomnia,"Prednisone (Rayos, Prednisone Intensol, Deltasone, etc.)",197,0.726,4,1.000,0.103,0,,,
Difficulty falling asleep or staying asleep (Insomnia),Insomnia,French Maritime Pine Bark Extract (Pycnogenol),197,0.726,4,1.000,0.103,0,,,
Difficulty falling asleep or staying asleep (Insomnia),Insomnia,Methylphenidate,197,0.726,4,1.000,0.103,0,,,
Difficulty falling asleep or staying asleep (Insomnia),Insomnia,Berberine,197,0.726,4,1.000,0.103,0,,,
Difficulty falling asleep or staying asleep (Insomnia),Insomnia,"Quetiapine (Seroquel, Atrolak, Biquelle, Sondate, etc.)",197,0.726,4,1.000,0.103,0,,,
Difficulty falling asleep or staying asleep (Insomnia),Insomnia,Alpha Lipoic Acid,197,0.726,4,1.000,0.103,0,,,
Difficulty falling asleep or staying asleep (Insomnia),Insomnia,Electrolytes,197,0.726,4,1.000,0.103,0,,,
Difficulty falling asleep or staying asleep (Insomnia),Insomnia,Acetaminophen,197,0.726,4,1.000,0.103,0,,,
Difficulty falling asleep or staying asleep (Insomnia),Insomnia,Modafinil,197,0.726,4,1.000,0.103,0,,,
Difficulty falling asleep or staying asleep (Insomnia),Insomnia,"Fluticasone-Salmeterol (Advair HFA, Advair Diskus, AirDuo Respiclick)",197,0.726,4,1.000,0.103,0,,,
Difficulty falling asleep or staying asleep (Insomnia),Insomnia,Atorvastatin (Lipitor),197,0.726,4,1.000,0.103,0,,,
Difficulty falling asleep or staying asleep (Insomnia),Insomnia,"Prednisolone (Pediapred, FloPred, Orapred, Millipred, etc.)",197,0.726,4,1.000,0.103,0,,,
Difficulty falling asleep or staying asleep (Insomnia),Insomnia,Fluticasone,197,0.726,4,1.000,0.103,0,,,
Difficulty falling asleep or staying asleep (Insomnia),Insomnia,Vitamin B3,197,0.726,3,1.000,0.102,0,,,
Difficulty falling asleep or staying asleep (Insomnia),Insomnia,Amphetamine-Dextroamphetamine (Adderall),197,0.726,3,1.000,0.102,0,,,
Difficulty falling asleep or staying asleep (Insomnia),Insomnia,Budesonide-Formoterol,197,0.726,3,1.000,0.102,0,,,
Difficulty falling asleep or staying asleep (Insomnia),Insomnia,"Desiccated Thyroid (porcine thyroid, Armour Thyroid, Nature-Throid)",197,0.726,3,1.000,0.102,0,,,
Difficulty falling asleep or staying asleep (Insomnia),Insomnia,L-Glutamine,197,0.726,3,1.000,0.102,0,,,
Difficulty falling asleep or staying asleep (Insomnia),Insomnia,Desloratadine (Clarinex),197,0.726,3,1.000,0.102,0,,,
Difficulty falling asleep or staying asleep (Insomnia),Insomnia,Naproxen,197,0.726,3,1.000,0.102,0,,,
Difficulty falling asleep or staying asleep (Insomnia),Insomnia,Rosuvastatin (Crestor),197,0.726,3,1.000,0.102,0,,,
Difficulty falling asleep or staying asleep (Insomnia),Insomnia,Monolaurin (Lauricidin),197,0.726,3,1.000,0.102,0,,,
Difficulty falling asleep or staying asleep (Insomnia),Insomnia,Tauroursodeoxycholic Acid (TUDCA),197,0.726,3,1.000,0.102,0,,,
Difficulty falling asleep or staying asleep (Insomnia),Insomnia,Omalizumab,197,0.726,3,1.000,0.102,0,,,
Difficulty falling asleep or staying asleep (Insomnia),Insomnia,Sodium,197,0.726,3,1.000,0.102,0,,,
Difficulty falling asleep or staying asleep (Insomnia),Insomnia,Fish Oil,197,0.726,3,1.000,0.102,0,,,
Difficulty falling asleep or staying asleep (Insomnia),Insomnia,Lisdexamfetamine (Vyvanse),197,0.726,3,1.000,0.102,0,,,
Difficulty falling asleep or staying asleep (Insomnia),Insomnia,"Amantadine (Symmetrel, Gocovri, Osmolex, Symadine, etc.)",197,0.726,3,1.000,0.102,0,,,
Difficulty falling asleep or staying asleep (Insomnia),Insomnia,"Meloxicam (Mobic, Qmiiz, Vivlodex, Anjeso, etc.)",197,0.726,3,1.000,0.102,0,,,
Difficulty falling asleep or staying asleep (Insomnia),Insomnia,Ivermectin (Stromectol),197,0.726,3,1.000,0.102,0,,,
Difficulty falling asleep or staying asleep (Insomnia),Insomnia,Oxaloacetate,197,0.726,3,1.000,0.102,0,,,
Difficulty falling asleep or staying asleep (Insomnia),Insomnia,"Mirtazapine (Remeron, Remeron Sol Tab)",197,0.726,3,1.000,0.102,0,,,
Difficulty falling asleep or staying asleep (Insomnia),Insomnia,L-Methylfolate,197,0.726,3,1.000,0.102,0,,,
Difficulty falling asleep or staying asleep (Insomnia),Insomnia,Progesterone,197,0.726,3,1.000,0.102,0,,,
Difficulty falling asleep or staying asleep (Insomnia),Insomnia,Fluoxetine,197,0.726,3,1.000,0.102,0,,,
Difficulty falling asleep or staying asleep (Insomnia),Insomnia,Cannabis,197,0.726,3,1.000,0.102,6,1.000,0.667,0
Difficulty falling asleep or staying asleep (Insomnia),Insomnia,Fexofenadine,197,0.726,23,0.957,0.069,3,1.000,1.000,0
Difficulty falling asleep or staying asleep (Insomnia),Insomnia,Cetirizine,197,0.726,15,0.933,0.037,5,1.000,0.600,0
